"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"SPOT_ID"
"ENST00000306803_at"	"0.999"	"0.446569"	"0.773769"	"-4.67"	"0.0866526"	"ENST00000306803"
"ENST00000298841_at"	"0.999"	"0.446619"	"-0.773684"	"-4.67"	"-0.2067849"	"ENST00000298841"
"ENST00000287859_at"	"0.999"	"0.446793"	"-0.7733845"	"-4.67"	"-0.1234702"	"ENST00000287859"
"ENST00000367470_at"	"0.999"	"0.446793"	"-0.7733845"	"-4.67"	"-0.1234702"	"ENST00000367470"
"ENST00000368390_at"	"0.999"	"0.446872"	"-0.7732481"	"-4.67"	"-0.1836273"	"ENST00000368390"
"ENST00000333778_at"	"0.999"	"0.447012"	"-0.7730068"	"-4.67"	"-0.0744711"	"ENST00000333778"
"ENST00000216554_at"	"0.999"	"0.447045"	"-0.7729503"	"-4.67"	"-0.0639966"	"ENST00000216554"
"ENST00000296387_at"	"0.999"	"0.447105"	"-0.772846"	"-4.68"	"-0.2903263"	"ENST00000296387"
"ENST00000262551_at"	"0.999"	"0.447134"	"-0.7727971"	"-4.68"	"-0.3199772"	"ENST00000262551"
"ENST00000375561_at"	"0.999"	"0.447134"	"-0.7727971"	"-4.68"	"-0.3199772"	"ENST00000375561"
"ENST00000320322_at"	"0.999"	"0.447138"	"0.7727895"	"-4.68"	"0.4550608"	"ENST00000320322"
"ENST00000295404_at"	"0.999"	"0.447169"	"-0.7727358"	"-4.68"	"-0.1839262"	"ENST00000295404"
"ENST00000368480_at"	"0.999"	"0.447169"	"-0.7727358"	"-4.68"	"-0.1839262"	"ENST00000368480"
"ENST00000368482_at"	"0.999"	"0.447169"	"-0.7727358"	"-4.68"	"-0.1839262"	"ENST00000368482"
"ENST00000356591_at"	"0.999"	"0.447264"	"-0.7725731"	"-4.68"	"-0.1611346"	"ENST00000356591"
"ENST00000287218_at"	"0.999"	"0.447291"	"-0.772527"	"-4.68"	"-0.0765971"	"ENST00000287218"
"ENST00000373391_at"	"0.999"	"0.447291"	"-0.772527"	"-4.68"	"-0.0765971"	"ENST00000373391"
"ENST00000328619_at"	"0.999"	"0.447312"	"-0.7724893"	"-4.68"	"-0.4485941"	"ENST00000328619"
"ENST00000380555_at"	"0.999"	"0.447312"	"-0.7724893"	"-4.68"	"-0.4485941"	"ENST00000380555"
"ENST00000342358_at"	"0.999"	"0.447419"	"0.7723058"	"-4.68"	"0.3710294"	"ENST00000342358"
"ENST00000366152_at"	"0.999"	"0.447487"	"0.7721887"	"-4.68"	"0.2454612"	"ENST00000366152"
"ENST00000367453_at"	"0.999"	"0.447494"	"0.7721774"	"-4.68"	"0.0764329"	"ENST00000367453"
"ENST00000367454_at"	"0.999"	"0.447494"	"0.7721774"	"-4.68"	"0.0764329"	"ENST00000367454"
"ENST00000321394_at"	"0.999"	"0.44756"	"-0.7720627"	"-4.68"	"-0.0655276"	"ENST00000321394"
"ENST00000302798_at"	"0.999"	"0.447591"	"-0.7720091"	"-4.68"	"-0.1143932"	"ENST00000302798"
"ENST00000374525_at"	"0.999"	"0.447591"	"-0.7720091"	"-4.68"	"-0.1143932"	"ENST00000374525"
"ENST00000374530_at"	"0.999"	"0.447591"	"-0.7720091"	"-4.68"	"-0.1143932"	"ENST00000374530"
"ENST00000268607_at"	"0.999"	"0.447608"	"0.7719809"	"-4.68"	"0.0883961"	"ENST00000268607"
"ENST00000311364_at"	"0.999"	"0.447622"	"0.7719561"	"-4.68"	"0.0941014"	"ENST00000311364"
"ENST00000379998_at"	"0.999"	"0.447622"	"0.7719561"	"-4.68"	"0.0941014"	"ENST00000379998"
"ENST00000357464_at"	"0.999"	"0.447738"	"0.7717575"	"-4.68"	"0.1702492"	"ENST00000357464"
"ENST00000373719_at"	"0.999"	"0.447751"	"0.7717346"	"-4.68"	"0.0869554"	"ENST00000373719"
"ENST00000362029_at"	"0.999"	"0.447807"	"0.7716379"	"-4.68"	"0.2473492"	"ENST00000362029"
"ENST00000343789_at"	"0.999"	"0.447939"	"0.7714114"	"-4.68"	"0.1559703"	"ENST00000343789"
"ENST00000265993_at"	"0.999"	"0.447951"	"-0.7713909"	"-4.68"	"-0.0764262"	"ENST00000265993"
"ENST00000343162_at"	"0.999"	"0.447951"	"-0.7713909"	"-4.68"	"-0.0764262"	"ENST00000343162"
"ENST00000371209_at"	"0.999"	"0.447951"	"-0.7713909"	"-4.68"	"-0.0764262"	"ENST00000371209"
"ENST00000371217_at"	"0.999"	"0.447951"	"-0.7713909"	"-4.68"	"-0.0764262"	"ENST00000371217"
"ENST00000366625_at"	"0.999"	"0.447993"	"-0.771318"	"-4.68"	"-0.2436358"	"ENST00000366625"
"ENST00000267731_at"	"0.999"	"0.447995"	"0.7713156"	"-4.68"	"0.4708403"	"ENST00000267731"
"ENST00000233139_at"	"0.999"	"0.44802"	"-0.7712712"	"-4.68"	"-0.2924396"	"ENST00000233139"
"ENST00000268349_at"	"0.999"	"0.448058"	"-0.7712066"	"-4.68"	"-0.065406"	"ENST00000268349"
"ENST00000313870_at"	"0.999"	"0.448066"	"0.7711925"	"-4.68"	"0.554878"	"ENST00000313870"
"ENST00000297150_at"	"0.999"	"0.44809"	"-0.771151"	"-4.68"	"-0.1505268"	"ENST00000297150"
"ENST00000281405_at"	"0.999"	"0.448145"	"0.7710569"	"-4.68"	"0.1110595"	"ENST00000281405"
"ENST00000345530_at"	"0.999"	"0.448145"	"0.7710569"	"-4.68"	"0.1110595"	"ENST00000345530"
"ENST00000381195_at"	"0.999"	"0.448145"	"0.7710569"	"-4.68"	"0.1110595"	"ENST00000381195"
"ENST00000381201_at"	"0.999"	"0.448145"	"0.7710569"	"-4.68"	"0.1110595"	"ENST00000381201"
"ENST00000313056_at"	"0.999"	"0.448179"	"0.7709983"	"-4.68"	"0.0773031"	"ENST00000313056"
"ENST00000370085_at"	"0.999"	"0.448212"	"0.770942"	"-4.68"	"0.0882056"	"ENST00000370085"
"ENST00000373607_at"	"0.999"	"0.448337"	"0.7707273"	"-4.68"	"0.1862158"	"ENST00000373607"
"ENST00000273062_at"	"0.999"	"0.448344"	"-0.7707148"	"-4.68"	"-0.0791559"	"ENST00000273062"
"ENST00000317538_at"	"0.999"	"0.448482"	"0.7704777"	"-4.68"	"0.3931699"	"ENST00000317538"
"ENST00000373333_at"	"0.999"	"0.448482"	"0.7704777"	"-4.68"	"0.3931699"	"ENST00000373333"
"ENST00000280056_at"	"0.999"	"0.448504"	"-0.7704396"	"-4.68"	"-0.1485637"	"ENST00000280056"
"ENST00000221222_at"	"0.999"	"0.448755"	"0.7700088"	"-4.68"	"0.2326717"	"ENST00000221222"
"ENST00000383717_at"	"0.999"	"0.448813"	"-0.7699095"	"-4.68"	"-0.1518151"	"ENST00000383717"
"ENST00000334588_at"	"0.999"	"0.448892"	"-0.7697729"	"-4.68"	"-0.1615637"	"ENST00000334588"
"ENST00000304568_at"	"0.999"	"0.448938"	"-0.7696951"	"-4.68"	"-0.3453364"	"ENST00000304568"
"ENST00000355521_at"	"0.999"	"0.448946"	"-0.7696814"	"-4.68"	"-0.1208976"	"ENST00000355521"
"ENST00000270724_at"	"0.999"	"0.448983"	"0.7696178"	"-4.68"	"0.092161"	"ENST00000270724"
"ENST00000323216_at"	"0.999"	"0.448983"	"0.7696178"	"-4.68"	"0.092161"	"ENST00000323216"
"ENST00000323275_at"	"0.999"	"0.448983"	"0.7696178"	"-4.68"	"0.092161"	"ENST00000323275"
"ENST00000378935_at"	"0.999"	"0.448983"	"0.7696178"	"-4.68"	"0.092161"	"ENST00000378935"
"ENST00000378951_at"	"0.999"	"0.448983"	"0.7696178"	"-4.68"	"0.092161"	"ENST00000378951"
"ENST00000378964_at"	"0.999"	"0.448983"	"0.7696178"	"-4.68"	"0.092161"	"ENST00000378964"
"ENST00000382553_at"	"0.999"	"0.449246"	"0.7691658"	"-4.68"	"0.2100346"	"ENST00000382553"
"ENST00000336152_at"	"0.999"	"0.44927"	"-0.7691234"	"-4.68"	"-0.3789643"	"ENST00000336152"
"ENST00000302814_at"	"0.999"	"0.449282"	"-0.7691033"	"-4.68"	"-0.2401417"	"ENST00000302814"
"ENST00000370588_at"	"0.999"	"0.449282"	"-0.7691033"	"-4.68"	"-0.2401417"	"ENST00000370588"
"ENST00000370589_at"	"0.999"	"0.449282"	"-0.7691033"	"-4.68"	"-0.2401417"	"ENST00000370589"
"ENST00000356588_at"	"0.999"	"0.449358"	"-0.7689734"	"-4.68"	"-0.3377133"	"ENST00000356588"
"ENST00000359945_at"	"0.999"	"0.449434"	"-0.7688429"	"-4.68"	"-0.5219789"	"ENST00000359945"
"ENST00000360896_at"	"0.999"	"0.449439"	"0.768834"	"-4.68"	"0.2889947"	"ENST00000360896"
"ENST00000328750_at"	"0.999"	"0.449465"	"-0.7687895"	"-4.68"	"-0.2463425"	"ENST00000328750"
"ENST00000344283_at"	"0.999"	"0.449473"	"-0.7687758"	"-4.68"	"-0.4742595"	"ENST00000344283"
"ENST00000338191_at"	"0.999"	"0.449525"	"-0.7686867"	"-4.68"	"-0.0734386"	"ENST00000338191"
"ENST00000262225_at"	"0.999"	"0.449554"	"-0.7686361"	"-4.68"	"-0.1633272"	"ENST00000262225"
"ENST00000382491_at"	"0.999"	"0.449702"	"-0.7683825"	"-4.68"	"-0.1514252"	"ENST00000382491"
"ENST00000245457_at"	"0.999"	"0.449744"	"0.7683111"	"-4.68"	"0.5137224"	"ENST00000245457"
"ENST00000240185_at"	"0.999"	"0.449773"	"0.7682611"	"-4.68"	"0.0871986"	"ENST00000240185"
"ENST00000354181_at"	"0.999"	"0.449862"	"0.7681079"	"-4.68"	"0.1167064"	"ENST00000354181"
"ENST00000326505_at"	"0.999"	"0.449911"	"-0.768024"	"-4.68"	"-0.1255427"	"ENST00000326505"
"ENST00000367550_at"	"0.999"	"0.449913"	"0.7680213"	"-4.68"	"0.2617476"	"ENST00000367550"
"ENST00000301043_at"	"0.999"	"0.449962"	"-0.7679363"	"-4.68"	"-0.1536265"	"ENST00000301043"
"ENST00000318010_at"	"0.999"	"0.450001"	"0.7678701"	"-4.68"	"0.0876423"	"ENST00000318010"
"ENST00000330838_at"	"0.999"	"0.450044"	"0.7677962"	"-4.68"	"0.0781947"	"ENST00000330838"
"ENST00000358602_at"	"0.999"	"0.450044"	"0.7677962"	"-4.68"	"0.0781947"	"ENST00000358602"
"ENST00000359443_at"	"0.999"	"0.450044"	"0.7677962"	"-4.68"	"0.0781947"	"ENST00000359443"
"ENST00000380915_at"	"0.999"	"0.450044"	"0.7677962"	"-4.68"	"0.0781947"	"ENST00000380915"
"ENST00000341039_at"	"0.999"	"0.450136"	"-0.767638"	"-4.68"	"-0.1206408"	"ENST00000341039"
"ENST00000382911_at"	"0.999"	"0.45017"	"-0.7675793"	"-4.68"	"-0.3476607"	"ENST00000382911"
"ENST00000369002_at"	"0.999"	"0.450234"	"-0.7674704"	"-4.68"	"-0.0787573"	"ENST00000369002"
"ENST00000368060_at"	"0.999"	"0.450264"	"-0.7674196"	"-4.68"	"-0.1164444"	"ENST00000368060"
"ENST00000222969_at"	"0.999"	"0.450292"	"0.7673712"	"-4.68"	"0.1124851"	"ENST00000222969"
"ENST00000262293_at"	"0.999"	"0.450292"	"-0.767371"	"-4.68"	"-0.181645"	"ENST00000262293"
"ENST00000265112_at"	"0.999"	"0.450361"	"-0.767253"	"-4.68"	"-0.0920063"	"ENST00000265112"
"ENST00000382115_at"	"0.999"	"0.450361"	"-0.767253"	"-4.68"	"-0.0920063"	"ENST00000382115"
"ENST00000264220_at"	"0.999"	"0.45037"	"-0.7672371"	"-4.68"	"-0.2126774"	"ENST00000264220"
"ENST00000342248_at"	"0.999"	"0.450381"	"-0.7672192"	"-4.68"	"-0.1479885"	"ENST00000342248"
"ENST00000313248_at"	"0.999"	"0.45039"	"-0.7672034"	"-4.68"	"-0.0786937"	"ENST00000313248"
"ENST00000371708_at"	"0.999"	"0.45039"	"-0.7672034"	"-4.68"	"-0.0786937"	"ENST00000371708"
"ENST00000371713_at"	"0.999"	"0.45039"	"-0.7672034"	"-4.68"	"-0.0786937"	"ENST00000371713"
"ENST00000371724_at"	"0.999"	"0.45039"	"-0.7672034"	"-4.68"	"-0.0786937"	"ENST00000371724"
"ENST00000371731_at"	"0.999"	"0.45039"	"-0.7672034"	"-4.68"	"-0.0786937"	"ENST00000371731"
"ENST00000371740_at"	"0.999"	"0.45039"	"-0.7672034"	"-4.68"	"-0.0786937"	"ENST00000371740"
"ENST00000371755_at"	"0.999"	"0.45039"	"-0.7672034"	"-4.68"	"-0.0786937"	"ENST00000371755"
"ENST00000311713_at"	"0.999"	"0.450408"	"-0.7671715"	"-4.68"	"-0.0785164"	"ENST00000311713"
"ENST00000354547_at"	"0.999"	"0.450422"	"-0.7671486"	"-4.68"	"-0.1405217"	"ENST00000354547"
"ENST00000264192_at"	"0.999"	"0.450502"	"0.7670106"	"-4.68"	"0.1621073"	"ENST00000264192"
"ENST00000307365_at"	"0.999"	"0.450565"	"0.7669032"	"-4.68"	"0.2092888"	"ENST00000307365"
"ENST00000267434_at"	"0.999"	"0.450604"	"-0.7668365"	"-4.68"	"-0.1147574"	"ENST00000267434"
"ENST00000367981_at"	"0.999"	"0.450676"	"0.7667135"	"-4.68"	"0.4730951"	"ENST00000367981"
"ENST00000359679_at"	"0.999"	"0.450749"	"0.7665874"	"-4.68"	"0.2392881"	"ENST00000359679"
"ENST00000254454_at"	"0.999"	"0.450772"	"-0.766549"	"-4.68"	"-0.130005"	"ENST00000254454"
"ENST00000377041_at"	"0.999"	"0.450793"	"0.7665128"	"-4.68"	"0.2033728"	"ENST00000377041"
"ENST00000310085_at"	"0.999"	"0.450839"	"0.7664332"	"-4.68"	"0.39592"	"ENST00000310085"
"ENST00000247400_at"	"0.999"	"0.450922"	"0.7662917"	"-4.68"	"0.2477979"	"ENST00000247400"
"ENST00000374852_at"	"0.999"	"0.450922"	"0.7662917"	"-4.68"	"0.2477979"	"ENST00000374852"
"ENST00000266110_at"	"0.999"	"0.451022"	"-0.7661198"	"-4.68"	"-0.0896762"	"ENST00000266110"
"ENST00000337036_at"	"0.999"	"0.451022"	"-0.7661198"	"-4.68"	"-0.0896762"	"ENST00000337036"
"ENST00000357686_at"	"0.999"	"0.451022"	"-0.7661198"	"-4.68"	"-0.0896762"	"ENST00000357686"
"ENST00000372189_at"	"0.999"	"0.451022"	"-0.7661198"	"-4.68"	"-0.0896762"	"ENST00000372189"
"ENST00000372190_at"	"0.999"	"0.451022"	"-0.7661198"	"-4.68"	"-0.0896762"	"ENST00000372190"
"ENST00000372191_at"	"0.999"	"0.451022"	"-0.7661198"	"-4.68"	"-0.0896762"	"ENST00000372191"
"ENST00000372195_at"	"0.999"	"0.451022"	"-0.7661198"	"-4.68"	"-0.0896762"	"ENST00000372195"
"ENST00000369208_at"	"0.999"	"0.451108"	"0.7659727"	"-4.68"	"0.192376"	"ENST00000369208"
"ENST00000328945_at"	"0.999"	"0.451122"	"-0.7659494"	"-4.68"	"-0.3858677"	"ENST00000328945"
"ENST00000276689_at"	"0.999"	"0.451134"	"0.7659284"	"-4.68"	"0.0720395"	"ENST00000276689"
"ENST00000245458_at"	"0.999"	"0.451213"	"0.765793"	"-4.68"	"0.0748889"	"ENST00000245458"
"ENST00000300527_at"	"0.999"	"0.451256"	"0.7657186"	"-4.68"	"0.1631604"	"ENST00000300527"
"ENST00000377111_at"	"0.999"	"0.451291"	"-0.7656595"	"-4.68"	"-0.2489561"	"ENST00000377111"
"ENST00000345093_at"	"0.999"	"0.451336"	"-0.7655832"	"-4.68"	"-0.1060577"	"ENST00000345093"
"ENST00000352641_at"	"0.999"	"0.451336"	"-0.7655832"	"-4.68"	"-0.1060577"	"ENST00000352641"
"ENST00000380344_at"	"0.999"	"0.451442"	"0.7654007"	"-4.68"	"0.1652456"	"ENST00000380344"
"ENST00000373079_at"	"0.999"	"0.451457"	"0.7653747"	"-4.68"	"0.4469197"	"ENST00000373079"
"ENST00000360726_at"	"0.999"	"0.451475"	"-0.7653445"	"-4.68"	"-0.1765786"	"ENST00000360726"
"ENST00000361841_at"	"0.999"	"0.451475"	"-0.7653445"	"-4.68"	"-0.1765786"	"ENST00000361841"
"ENST00000256216_at"	"0.999"	"0.451527"	"-0.7652554"	"-4.68"	"-0.0748888"	"ENST00000256216"
"ENST00000262622_at"	"0.999"	"0.451728"	"-0.7649113"	"-4.68"	"-0.2380664"	"ENST00000262622"
"ENST00000357673_at"	"0.999"	"0.451768"	"-0.7648434"	"-4.68"	"-0.1221849"	"ENST00000357673"
"ENST00000367261_at"	"0.999"	"0.452026"	"-0.7644014"	"-4.68"	"-0.065752"	"ENST00000367261"
"ENST00000306378_at"	"0.999"	"0.452122"	"-0.7642371"	"-4.68"	"-0.0731414"	"ENST00000306378"
"ENST00000321866_at"	"0.999"	"0.452122"	"-0.7642371"	"-4.68"	"-0.0731414"	"ENST00000321866"
"ENST00000335221_at"	"0.999"	"0.452122"	"-0.7642371"	"-4.68"	"-0.0731414"	"ENST00000335221"
"ENST00000242783_at"	"0.999"	"0.452266"	"-0.7639915"	"-4.68"	"-0.1388937"	"ENST00000242783"
"ENST00000342216_at"	"0.999"	"0.452266"	"-0.7639915"	"-4.68"	"-0.1388937"	"ENST00000342216"
"ENST00000336518_at"	"0.999"	"0.452343"	"-0.7638594"	"-4.68"	"-0.1264093"	"ENST00000336518"
"ENST00000357229_at"	"0.999"	"0.452343"	"-0.7638594"	"-4.68"	"-0.1264093"	"ENST00000357229"
"ENST00000357950_at"	"0.999"	"0.452343"	"-0.7638594"	"-4.68"	"-0.1264093"	"ENST00000357950"
"ENST00000379965_at"	"0.999"	"0.452343"	"-0.7638594"	"-4.68"	"-0.1264093"	"ENST00000379965"
"ENST00000304129_at"	"0.999"	"0.452428"	"0.7637145"	"-4.68"	"0.3598859"	"ENST00000304129"
"ENST00000369271_at"	"0.999"	"0.452428"	"0.7637145"	"-4.68"	"0.3598859"	"ENST00000369271"
"ENST00000301488_at"	"0.999"	"0.452479"	"0.7636268"	"-4.68"	"0.1533318"	"ENST00000301488"
"ENST00000299796_at"	"0.999"	"0.452519"	"-0.763559"	"-4.68"	"-0.1085011"	"ENST00000299796"
"ENST00000329623_at"	"0.999"	"0.452519"	"-0.763559"	"-4.68"	"-0.1085011"	"ENST00000329623"
"ENST00000380486_at"	"0.999"	"0.452519"	"-0.763559"	"-4.68"	"-0.1085011"	"ENST00000380486"
"ENST00000309824_at"	"0.999"	"0.452548"	"0.7635083"	"-4.68"	"0.1528315"	"ENST00000309824"
"ENST00000316156_at"	"0.999"	"0.452548"	"0.7635083"	"-4.68"	"0.1528315"	"ENST00000316156"
"ENST00000373148_at"	"0.999"	"0.452548"	"0.7635083"	"-4.68"	"0.1528315"	"ENST00000373148"
"ENST00000373151_at"	"0.999"	"0.452548"	"0.7635083"	"-4.68"	"0.1528315"	"ENST00000373151"
"ENST00000373153_at"	"0.999"	"0.452548"	"0.7635083"	"-4.68"	"0.1528315"	"ENST00000373153"
"ENST00000307489_at"	"0.999"	"0.452619"	"0.7633879"	"-4.68"	"0.3335071"	"ENST00000307489"
"ENST00000300258_at"	"0.999"	"0.452623"	"-0.763381"	"-4.68"	"-0.3941266"	"ENST00000300258"
"ENST00000382669_at"	"0.999"	"0.452623"	"-0.763381"	"-4.68"	"-0.3941266"	"ENST00000382669"
"ENST00000262812_at"	"0.999"	"0.452765"	"0.763138"	"-4.68"	"0.1996302"	"ENST00000262812"
"ENST00000351079_at"	"0.999"	"0.452765"	"0.763138"	"-4.68"	"0.1996302"	"ENST00000351079"
"ENST00000355652_at"	"0.999"	"0.452766"	"-0.7631366"	"-4.68"	"-0.0765556"	"ENST00000355652"
"ENST00000372655_at"	"0.999"	"0.452766"	"-0.7631366"	"-4.68"	"-0.0765556"	"ENST00000372655"
"ENST00000372669_at"	"0.999"	"0.452766"	"-0.7631366"	"-4.68"	"-0.0765556"	"ENST00000372669"
"ENST00000322644_at"	"0.999"	"0.452814"	"-0.7630543"	"-4.68"	"-0.2296938"	"ENST00000322644"
"ENST00000312648_at"	"0.999"	"0.452907"	"-0.7628955"	"-4.68"	"-0.3306026"	"ENST00000312648"
"ENST00000374764_at"	"0.999"	"0.452915"	"0.7628823"	"-4.68"	"0.1143153"	"ENST00000374764"
"ENST00000264638_at"	"0.999"	"0.453058"	"-0.7626383"	"-4.68"	"-0.2020453"	"ENST00000264638"
"ENST00000377353_at"	"0.999"	"0.453058"	"-0.7626383"	"-4.68"	"-0.2020453"	"ENST00000377353"
"ENST00000240139_at"	"0.999"	"0.453064"	"-0.7626271"	"-4.68"	"-0.0702525"	"ENST00000240139"
"ENST00000314933_at"	"0.999"	"0.453086"	"-0.7625896"	"-4.68"	"-0.1912872"	"ENST00000314933"
"ENST00000367081_at"	"0.999"	"0.45309"	"-0.7625837"	"-4.68"	"-0.2575405"	"ENST00000367081"
"ENST00000264090_at"	"0.999"	"0.453149"	"0.762483"	"-4.68"	"0.1192473"	"ENST00000264090"
"ENST00000357750_at"	"0.999"	"0.453258"	"0.7622966"	"-4.68"	"0.0940555"	"ENST00000357750"
"ENST00000307216_at"	"0.999"	"0.453277"	"0.7622628"	"-4.68"	"0.4530343"	"ENST00000307216"
"ENST00000286621_at"	"0.999"	"0.45329"	"0.7622415"	"-4.68"	"0.1008289"	"ENST00000286621"
"ENST00000372734_at"	"0.999"	"0.45329"	"0.7622415"	"-4.68"	"0.1008289"	"ENST00000372734"
"ENST00000248069_at"	"0.999"	"0.453358"	"0.762126"	"-4.68"	"0.0805619"	"ENST00000248069"
"ENST00000251101_at"	"0.999"	"0.453403"	"0.7620488"	"-4.68"	"0.1220383"	"ENST00000251101"
"ENST00000319815_at"	"0.999"	"0.453403"	"0.7620488"	"-4.68"	"0.1220383"	"ENST00000319815"
"ENST00000340116_at"	"0.999"	"0.453403"	"0.7620488"	"-4.68"	"0.1220383"	"ENST00000340116"
"ENST00000383578_at"	"0.999"	"0.453403"	"0.7620488"	"-4.68"	"0.1220383"	"ENST00000383578"
"ENST00000374732_at"	"0.999"	"0.453492"	"0.7618972"	"-4.68"	"0.0671641"	"ENST00000374732"
"ENST00000357618_at"	"0.999"	"0.453618"	"0.7616812"	"-4.68"	"0.1534253"	"ENST00000357618"
"ENST00000263893_at"	"0.999"	"0.453634"	"0.7616536"	"-4.68"	"0.1031137"	"ENST00000263893"
"ENST00000265431_at"	"0.999"	"0.453652"	"0.7616237"	"-4.68"	"0.387995"	"ENST00000265431"
"ENST00000312428_at"	"0.999"	"0.453657"	"0.7616147"	"-4.68"	"0.155766"	"ENST00000312428"
"ENST00000306749_at"	"0.999"	"0.453708"	"-0.7615273"	"-4.68"	"-0.3972083"	"ENST00000306749"
"ENST00000374646_at"	"0.999"	"0.453708"	"-0.7615273"	"-4.68"	"-0.3972083"	"ENST00000374646"
"ENST00000389704_at"	"0.999"	"0.453769"	"0.7614243"	"-4.68"	"0.0639918"	"ENST00000389704"
"ENST00000367827_at"	"0.999"	"0.453816"	"-0.7613429"	"-4.68"	"-0.1299571"	"ENST00000367827"
"ENST00000331666_at"	"0.999"	"0.453828"	"-0.7613237"	"-4.68"	"-0.1063128"	"ENST00000331666"
"ENST00000380876_at"	"0.999"	"0.453828"	"-0.7613237"	"-4.68"	"-0.1063128"	"ENST00000380876"
"ENST00000261749_at"	"0.999"	"0.453849"	"0.7612878"	"-4.68"	"0.0920834"	"ENST00000261749"
"ENST00000346885_at"	"0.999"	"0.453849"	"0.7612878"	"-4.68"	"0.0920834"	"ENST00000346885"
"ENST00000354548_at"	"0.999"	"0.453909"	"0.761184"	"-4.68"	"0.1258648"	"ENST00000354548"
"ENST00000372008_at"	"0.999"	"0.454037"	"0.7609657"	"-4.68"	"0.1207299"	"ENST00000372008"
"ENST00000288828_at"	"0.999"	"0.454064"	"-0.7609196"	"-4.68"	"-0.0663556"	"ENST00000288828"
"ENST00000315176_at"	"0.999"	"0.454064"	"-0.7609196"	"-4.68"	"-0.0663556"	"ENST00000315176"
"ENST00000382384_at"	"0.999"	"0.454064"	"-0.7609196"	"-4.68"	"-0.0663556"	"ENST00000382384"
"ENST00000374897_at"	"0.999"	"0.454125"	"-0.7608172"	"-4.68"	"-0.1038335"	"ENST00000374897"
"ENST00000383118_at"	"0.999"	"0.454125"	"-0.7608172"	"-4.68"	"-0.1038335"	"ENST00000383118"
"ENST00000383239_at"	"0.999"	"0.454125"	"-0.7608172"	"-4.68"	"-0.1038335"	"ENST00000383239"
"ENST00000378790_at"	"0.999"	"0.454167"	"-0.7607444"	"-4.68"	"-0.504264"	"ENST00000378790"
"ENST00000225519_at"	"0.999"	"0.454182"	"0.7607197"	"-4.68"	"0.2753209"	"ENST00000225519"
"ENST00000349215_at"	"0.999"	"0.454418"	"0.7603161"	"-4.68"	"0.1913428"	"ENST00000349215"
"ENST00000352460_at"	"0.999"	"0.454418"	"0.7603161"	"-4.68"	"0.1913428"	"ENST00000352460"
"ENST00000280772_at"	"0.999"	"0.454472"	"0.7602245"	"-4.68"	"0.0977316"	"ENST00000280772"
"ENST00000355288_at"	"0.999"	"0.454472"	"0.7602245"	"-4.68"	"0.0977316"	"ENST00000355288"
"ENST00000373827_at"	"0.999"	"0.454472"	"0.7602245"	"-4.68"	"0.0977316"	"ENST00000373827"
"ENST00000284461_at"	"0.999"	"0.454484"	"-0.760204"	"-4.68"	"-0.2420073"	"ENST00000284461"
"ENST00000343410_at"	"0.999"	"0.454484"	"-0.760204"	"-4.68"	"-0.2420073"	"ENST00000343410"
"ENST00000303113_at"	"0.999"	"0.454489"	"-0.7601958"	"-4.68"	"-0.4658621"	"ENST00000303113"
"ENST00000317850_at"	"0.999"	"0.454489"	"-0.7601958"	"-4.68"	"-0.4658621"	"ENST00000317850"
"ENST00000290802_at"	"0.999"	"0.454501"	"-0.7601747"	"-4.68"	"-0.1123533"	"ENST00000290802"
"ENST00000372025_at"	"0.999"	"0.454501"	"-0.7601747"	"-4.68"	"-0.1123533"	"ENST00000372025"
"ENST00000371579_at"	"0.999"	"0.454588"	"-0.7600263"	"-4.68"	"-0.1645983"	"ENST00000371579"
"ENST00000380248_at"	"0.999"	"0.454606"	"-0.7599965"	"-4.68"	"-0.119151"	"ENST00000380248"
"ENST00000315076_at"	"0.999"	"0.454715"	"0.7598102"	"-4.68"	"0.1096686"	"ENST00000315076"
"ENST00000322918_at"	"0.999"	"0.454967"	"-0.7593811"	"-4.68"	"-0.079585"	"ENST00000322918"
"ENST00000265729_at"	"0.999"	"0.454996"	"-0.7593318"	"-4.68"	"-0.0822737"	"ENST00000265729"
"ENST00000256646_at"	"0.999"	"0.455028"	"-0.7592777"	"-4.68"	"-0.1007571"	"ENST00000256646"
"ENST00000308696_at"	"0.999"	"0.455053"	"0.7592336"	"-4.68"	"0.0631972"	"ENST00000308696"
"ENST00000373635_at"	"0.999"	"0.455053"	"0.7592336"	"-4.68"	"0.0631972"	"ENST00000373635"
"ENST00000279873_at"	"0.999"	"0.455076"	"0.7591955"	"-4.68"	"0.124914"	"ENST00000279873"
"ENST00000373863_at"	"0.999"	"0.455092"	"-0.7591672"	"-4.68"	"-0.1585257"	"ENST00000373863"
"ENST00000330889_at"	"0.999"	"0.455119"	"-0.7591223"	"-4.68"	"-0.1428004"	"ENST00000330889"
"ENST00000312881_at"	"0.999"	"0.455121"	"-0.759119"	"-4.68"	"-0.1105065"	"ENST00000312881"
"ENST00000377070_at"	"0.999"	"0.455121"	"-0.759119"	"-4.68"	"-0.1105065"	"ENST00000377070"
"ENST00000317931_at"	"0.999"	"0.455217"	"0.7589555"	"-4.68"	"0.4079859"	"ENST00000317931"
