"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"SPOT_ID"
"ENST00000378015_at"	"0.999"	"0.00026"	"4.2737666"	"-3.13"	"2.268597"	"ENST00000378015"
"ENST00000325914_at"	"0.999"	"0.00029"	"-4.2309335"	"-3.15"	"-1.3779108"	"ENST00000325914"
"ENST00000280187_at"	"0.999"	"0.000356"	"-4.1497211"	"-3.19"	"-1.7805489"	"ENST00000280187"
"ENST00000374916_at"	"0.999"	"0.000492"	"-4.0225068"	"-3.25"	"-0.6016615"	"ENST00000374916"
"ENST00000374919_at"	"0.999"	"0.000492"	"-4.0225068"	"-3.25"	"-0.6016615"	"ENST00000374919"
"ENST00000367670_at"	"0.999"	"0.000603"	"-3.9421478"	"-3.29"	"-0.9314278"	"ENST00000367670"
"ENST00000283441_at"	"0.999"	"0.000654"	"-3.9105862"	"-3.3"	"-1.5400858"	"ENST00000283441"
"ENST00000382769_at"	"0.999"	"0.000654"	"-3.9105862"	"-3.3"	"-1.5400858"	"ENST00000382769"
"ENST00000256458_at"	"0.999"	"0.000657"	"-3.9086776"	"-3.3"	"-0.8108202"	"ENST00000256458"
"ENST00000230053_at"	"0.999"	"0.000751"	"3.8553749"	"-3.33"	"1.5131452"	"ENST00000230053"
"ENST00000371928_at"	"0.999"	"0.000844"	"-3.8094415"	"-3.35"	"-1.2140343"	"ENST00000371928"
"ENST00000244709_at"	"0.999"	"0.001011"	"3.737233"	"-3.39"	"1.5030134"	"ENST00000244709"
"ENST00000248899_at"	"0.999"	"0.001085"	"3.7091753"	"-3.4"	"1.2081782"	"ENST00000248899"
"ENST00000005756_at"	"0.999"	"0.001101"	"3.7032702"	"-3.4"	"0.9737639"	"ENST00000005756"
"ENST00000356003_at"	"0.999"	"0.001148"	"3.6866577"	"-3.41"	"0.9685288"	"ENST00000356003"
"ENST00000359154_at"	"0.999"	"0.001148"	"3.6866577"	"-3.41"	"0.9685288"	"ENST00000359154"
"ENST00000379000_at"	"0.999"	"0.001148"	"3.6866577"	"-3.41"	"0.9685288"	"ENST00000379000"
"ENST00000361462_at"	"0.999"	"0.00117"	"-3.6792898"	"-3.42"	"-0.3936913"	"ENST00000361462"
"ENST00000361577_at"	"0.999"	"0.00117"	"-3.6792898"	"-3.42"	"-0.3936913"	"ENST00000361577"
"ENST00000382233_at"	"0.999"	"0.00117"	"-3.6792898"	"-3.42"	"-0.3936913"	"ENST00000382233"
"ENST00000253796_at"	"0.999"	"0.00122"	"-3.6624097"	"-3.42"	"-0.630855"	"ENST00000253796"
"ENST00000250241_at"	"0.999"	"0.001292"	"3.6394735"	"-3.44"	"0.3584082"	"ENST00000250241"
"ENST00000380583_at"	"0.999"	"0.001292"	"3.6394735"	"-3.44"	"0.3584082"	"ENST00000380583"
"ENST00000217429_at"	"0.999"	"0.001468"	"3.5883222"	"-3.46"	"1.4017077"	"ENST00000217429"
"ENST00000360116_at"	"0.999"	"0.001468"	"3.5883222"	"-3.46"	"1.4017077"	"ENST00000360116"
"ENST00000259060_at"	"0.999"	"0.001493"	"-3.5815557"	"-3.46"	"-1.5926614"	"ENST00000259060"
"ENST00000310343_at"	"0.999"	"0.001568"	"-3.5617989"	"-3.47"	"-1.3933282"	"ENST00000310343"
"ENST00000244069_at"	"0.999"	"0.001644"	"-3.5429183"	"-3.48"	"-2.3273127"	"ENST00000244069"
"ENST00000295228_at"	"0.999"	"0.001708"	"-3.5275042"	"-3.49"	"-0.6386556"	"ENST00000295228"
"ENST00000251250_at"	"0.999"	"0.001924"	"-3.4794712"	"-3.52"	"-0.2938141"	"ENST00000251250"
"ENST00000359842_at"	"0.999"	"0.002279"	"3.410933"	"-3.55"	"0.3294689"	"ENST00000359842"
"ENST00000367892_at"	"0.999"	"0.002279"	"3.410933"	"-3.55"	"0.3294689"	"ENST00000367892"
"ENST00000217800_at"	"0.999"	"0.002425"	"-3.3856465"	"-3.56"	"-0.4615773"	"ENST00000217800"
"ENST00000271854_at"	"0.999"	"0.002433"	"-3.3843129"	"-3.56"	"-1.5953199"	"ENST00000271854"
"ENST00000368553_at"	"0.999"	"0.002433"	"-3.3843129"	"-3.56"	"-1.5953199"	"ENST00000368553"
"ENST00000368559_at"	"0.999"	"0.002433"	"-3.3843129"	"-3.56"	"-1.5953199"	"ENST00000368559"
"ENST00000278505_at"	"0.999"	"0.00248"	"3.3766907"	"-3.57"	"0.4979207"	"ENST00000278505"
"ENST00000285362_at"	"0.999"	"0.002511"	"3.3715152"	"-3.57"	"1.0265693"	"ENST00000285362"
"ENST00000291458_at"	"0.999"	"0.00258"	"-3.3605936"	"-3.58"	"-0.7896359"	"ENST00000291458"
"ENST00000263089_at"	"0.999"	"0.002669"	"3.3467752"	"-3.58"	"0.7586518"	"ENST00000263089"
"ENST00000381638_at"	"0.999"	"0.002669"	"3.3467752"	"-3.58"	"0.7586518"	"ENST00000381638"
"ENST00000309930_at"	"0.999"	"0.002776"	"-3.3306899"	"-3.59"	"-1.5311561"	"ENST00000309930"
"ENST00000341449_at"	"0.999"	"0.002797"	"3.3276248"	"-3.59"	"0.85"	"ENST00000341449"
"ENST00000272430_at"	"0.999"	"0.002805"	"-3.3264125"	"-3.59"	"-1.4409528"	"ENST00000272430"
"ENST00000269967_at"	"0.999"	"0.002898"	"3.313073"	"-3.6"	"0.868104"	"ENST00000269967"
"ENST00000378943_at"	"0.999"	"0.002943"	"3.3067979"	"-3.6"	"1.6707362"	"ENST00000378943"
"ENST00000378945_at"	"0.999"	"0.002943"	"3.3067979"	"-3.6"	"1.6707362"	"ENST00000378945"
"ENST00000378946_at"	"0.999"	"0.002943"	"3.3067979"	"-3.6"	"1.6707362"	"ENST00000378946"
"ENST00000378948_at"	"0.999"	"0.002943"	"3.3067979"	"-3.6"	"1.6707362"	"ENST00000378948"
"ENST00000317571_at"	"0.999"	"0.002944"	"-3.3067215"	"-3.6"	"-1.7445146"	"ENST00000317571"
"ENST00000263205_at"	"0.999"	"0.003125"	"-3.282262"	"-3.61"	"-0.4662917"	"ENST00000263205"
"ENST00000292733_at"	"0.999"	"0.003125"	"-3.282262"	"-3.61"	"-0.4662917"	"ENST00000292733"
"ENST00000382974_at"	"0.999"	"0.003125"	"-3.282262"	"-3.61"	"-0.4662917"	"ENST00000382974"
"ENST00000337743_at"	"0.999"	"0.00323"	"-3.2687064"	"-3.62"	"-0.43825"	"ENST00000337743"
"ENST00000378157_at"	"0.999"	"0.00323"	"-3.2687064"	"-3.62"	"-0.43825"	"ENST00000378157"
"ENST00000376087_at"	"0.999"	"0.003331"	"-3.2561103"	"-3.63"	"-0.7805263"	"ENST00000376087"
"ENST00000252669_at"	"0.999"	"0.00349"	"3.23704"	"-3.64"	"1.1519759"	"ENST00000252669"
"ENST00000338231_at"	"0.999"	"0.003501"	"3.2356703"	"-3.64"	"1.1781256"	"ENST00000338231"
"ENST00000297990_at"	"0.999"	"0.003515"	"-3.2340267"	"-3.64"	"-0.8804383"	"ENST00000297990"
"ENST00000353159_at"	"0.999"	"0.003515"	"-3.2340267"	"-3.64"	"-0.8804383"	"ENST00000353159"
"ENST00000233330_at"	"0.999"	"0.003797"	"-3.2023466"	"-3.66"	"-1.3136771"	"ENST00000233330"
"ENST00000305557_at"	"0.999"	"0.003797"	"-3.2023466"	"-3.66"	"-1.3136771"	"ENST00000305557"
"ENST00000321337_at"	"0.999"	"0.003994"	"-3.1814088"	"-3.67"	"-0.4691935"	"ENST00000321337"
"ENST00000252456_at"	"0.999"	"0.004032"	"-3.1775539"	"-3.67"	"-1.502493"	"ENST00000252456"
"ENST00000352000_at"	"0.999"	"0.004039"	"-3.1768489"	"-3.67"	"-0.470594"	"ENST00000352000"
"ENST00000360814_at"	"0.999"	"0.004039"	"-3.1768489"	"-3.67"	"-0.470594"	"ENST00000360814"
"ENST00000328023_at"	"0.999"	"0.004193"	"3.1613749"	"-3.68"	"1.6111682"	"ENST00000328023"
"ENST00000383769_at"	"0.999"	"0.004213"	"-3.1594195"	"-3.68"	"-0.4253484"	"ENST00000383769"
"ENST00000353151_at"	"0.999"	"0.004219"	"-3.1587512"	"-3.68"	"-1.091224"	"ENST00000353151"
"ENST00000357393_at"	"0.999"	"0.00422"	"-3.1586839"	"-3.68"	"-1.1829671"	"ENST00000357393"
"ENST00000370000_at"	"0.999"	"0.00422"	"-3.1586839"	"-3.68"	"-1.1829671"	"ENST00000370000"
"ENST00000370001_at"	"0.999"	"0.00422"	"-3.1586839"	"-3.68"	"-1.1829671"	"ENST00000370001"
"ENST00000372354_at"	"0.999"	"0.004261"	"-3.1547142"	"-3.68"	"-1.1898261"	"ENST00000372354"
"ENST00000383706_at"	"0.999"	"0.004287"	"3.1521978"	"-3.68"	"0.5756717"	"ENST00000383706"
"ENST00000307518_at"	"0.999"	"0.004734"	"3.1110297"	"-3.7"	"1.0943662"	"ENST00000307518"
"ENST00000370655_at"	"0.999"	"0.004734"	"3.1110297"	"-3.7"	"1.0943662"	"ENST00000370655"
"ENST00000359114_at"	"0.999"	"0.004791"	"-3.1060505"	"-3.7"	"-1.1688237"	"ENST00000359114"
"ENST00000264018_at"	"0.999"	"0.005014"	"3.0871564"	"-3.71"	"0.8094945"	"ENST00000264018"
"ENST00000374131_at"	"0.999"	"0.005101"	"-3.0800085"	"-3.72"	"-0.3559966"	"ENST00000374131"
"ENST00000374133_at"	"0.999"	"0.005101"	"-3.0800085"	"-3.72"	"-0.3559966"	"ENST00000374133"
"ENST00000374135_at"	"0.999"	"0.005101"	"-3.0800085"	"-3.72"	"-0.3559966"	"ENST00000374135"
"ENST00000336059_at"	"0.999"	"0.005118"	"3.0786215"	"-3.72"	"0.3895506"	"ENST00000336059"
"ENST00000373835_at"	"0.999"	"0.005124"	"3.0781075"	"-3.72"	"0.4947726"	"ENST00000373835"
"ENST00000331800_at"	"0.999"	"0.005187"	"3.0729843"	"-3.72"	"2.0102194"	"ENST00000331800"
"ENST00000368880_at"	"0.999"	"0.005193"	"3.0725091"	"-3.72"	"0.8285833"	"ENST00000368880"
"ENST00000379256_at"	"0.999"	"0.005265"	"3.0668209"	"-3.72"	"1.1133331"	"ENST00000379256"
"ENST00000318511_at"	"0.999"	"0.005305"	"3.0636365"	"-3.73"	"0.2925955"	"ENST00000318511"
"ENST00000265187_at"	"0.999"	"0.005309"	"-3.0632961"	"-3.73"	"-0.4453983"	"ENST00000265187"
"ENST00000375702_at"	"0.999"	"0.005549"	"3.0448324"	"-3.74"	"1.4396821"	"ENST00000375702"
"ENST00000375654_at"	"0.999"	"0.005803"	"3.0261026"	"-3.74"	"0.3329794"	"ENST00000375654"
"ENST00000007969_at"	"0.999"	"0.005915"	"3.0180761"	"-3.75"	"1.4805856"	"ENST00000007969"
"ENST00000323702_at"	"0.999"	"0.005915"	"3.0180761"	"-3.75"	"1.4805856"	"ENST00000323702"
"ENST00000309050_at"	"0.999"	"0.005979"	"3.0136164"	"-3.75"	"0.8304196"	"ENST00000309050"
"ENST00000320990_at"	"0.999"	"0.006195"	"-2.9986719"	"-3.76"	"-1.4617454"	"ENST00000320990"
"ENST00000228811_at"	"0.999"	"0.006241"	"-2.9955864"	"-3.76"	"-0.4898199"	"ENST00000228811"
"ENST00000344543_at"	"0.999"	"0.006308"	"-2.9910944"	"-3.76"	"-2.0440056"	"ENST00000344543"
"ENST00000274217_at"	"0.999"	"0.006411"	"-2.9842539"	"-3.77"	"-1.0612431"	"ENST00000274217"
"ENST00000358465_at"	"0.999"	"0.00644"	"-2.982387"	"-3.77"	"-0.2696422"	"ENST00000358465"
"ENST00000369543_at"	"0.999"	"0.00644"	"-2.982387"	"-3.77"	"-0.2696422"	"ENST00000369543"
"ENST00000366430_at"	"0.999"	"0.006465"	"-2.9807224"	"-3.77"	"-0.7758735"	"ENST00000366430"
"ENST00000382927_at"	"0.999"	"0.006575"	"-2.9736358"	"-3.77"	"-0.3693696"	"ENST00000382927"
"ENST00000318930_at"	"0.999"	"0.006619"	"-2.9708488"	"-3.77"	"-0.6126797"	"ENST00000318930"
"ENST00000382541_at"	"0.999"	"0.006619"	"-2.9708488"	"-3.77"	"-0.6126797"	"ENST00000382541"
"ENST00000298808_at"	"0.999"	"0.006662"	"2.9680973"	"-3.77"	"1.062604"	"ENST00000298808"
"ENST00000267622_at"	"0.999"	"0.006705"	"-2.9653709"	"-3.78"	"-0.4807833"	"ENST00000267622"
"ENST00000295748_at"	"0.999"	"0.006787"	"-2.9602843"	"-3.78"	"-0.3171519"	"ENST00000295748"
"ENST00000370955_at"	"0.999"	"0.006866"	"-2.9553653"	"-3.78"	"-0.4543653"	"ENST00000370955"
"ENST00000389745_at"	"0.999"	"0.006886"	"-2.9541737"	"-3.78"	"-1.9188443"	"ENST00000389745"
"ENST00000373467_at"	"0.999"	"0.006934"	"-2.9512159"	"-3.78"	"-0.8570343"	"ENST00000373467"
"ENST00000377197_at"	"0.999"	"0.00715"	"-2.9382936"	"-3.79"	"-1.201233"	"ENST00000377197"
"ENST00000317896_at"	"0.999"	"0.007384"	"2.9246516"	"-3.8"	"0.4449764"	"ENST00000317896"
"ENST00000360612_at"	"0.999"	"0.007427"	"-2.922176"	"-3.8"	"-0.3175546"	"ENST00000360612"
"ENST00000372705_at"	"0.999"	"0.007433"	"-2.9218203"	"-3.8"	"-1.2326118"	"ENST00000372705"
"ENST00000372706_at"	"0.999"	"0.007433"	"-2.9218203"	"-3.8"	"-1.2326118"	"ENST00000372706"
"ENST00000275196_at"	"0.999"	"0.007473"	"-2.9195438"	"-3.8"	"-1.8981727"	"ENST00000275196"
"ENST00000314238_at"	"0.999"	"0.007674"	"-2.9083225"	"-3.8"	"-1.3619452"	"ENST00000314238"
"ENST00000311069_at"	"0.999"	"0.007678"	"-2.9080879"	"-3.8"	"-1.2376113"	"ENST00000311069"
"ENST00000223357_at"	"0.999"	"0.007718"	"-2.9058608"	"-3.81"	"-1.3702728"	"ENST00000223357"
"ENST00000254260_at"	"0.999"	"0.008011"	"-2.8900624"	"-3.81"	"-0.9444795"	"ENST00000254260"
"ENST00000295887_at"	"0.999"	"0.008057"	"2.8876087"	"-3.81"	"1.7323793"	"ENST00000295887"
"ENST00000288207_at"	"0.999"	"0.008127"	"2.8839506"	"-3.82"	"1.2000367"	"ENST00000288207"
"ENST00000246190_at"	"0.999"	"0.008156"	"-2.8824063"	"-3.82"	"-0.2519469"	"ENST00000246190"
"ENST00000375238_at"	"0.999"	"0.008156"	"-2.8824063"	"-3.82"	"-0.2519469"	"ENST00000375238"
"ENST00000336604_at"	"0.999"	"0.008365"	"2.8716287"	"-3.82"	"0.3392404"	"ENST00000336604"
"ENST00000354955_at"	"0.999"	"0.008452"	"-2.8672651"	"-3.83"	"-0.4255371"	"ENST00000354955"
"ENST00000367224_at"	"0.999"	"0.008452"	"-2.8672651"	"-3.83"	"-0.4255371"	"ENST00000367224"
"ENST00000227758_at"	"0.999"	"0.008466"	"2.8665158"	"-3.83"	"0.255372"	"ENST00000227758"
"ENST00000261530_at"	"0.999"	"0.008514"	"2.8641287"	"-3.83"	"0.9400236"	"ENST00000261530"
"ENST00000312858_at"	"0.999"	"0.008514"	"2.8641287"	"-3.83"	"0.9400236"	"ENST00000312858"
"ENST00000336993_at"	"0.999"	"0.008514"	"2.8641287"	"-3.83"	"0.9400236"	"ENST00000336993"
"ENST00000274203_at"	"0.999"	"0.008545"	"2.8625811"	"-3.83"	"0.3546566"	"ENST00000274203"
"ENST00000368016_at"	"0.999"	"0.008582"	"-2.8607173"	"-3.83"	"-0.544821"	"ENST00000368016"
"ENST00000297592_at"	"0.999"	"0.008705"	"2.8546543"	"-3.83"	"1.2515162"	"ENST00000297592"
"ENST00000221504_at"	"0.999"	"0.008915"	"2.844473"	"-3.84"	"1.0100426"	"ENST00000221504"
"ENST00000357720_at"	"0.999"	"0.008915"	"2.844473"	"-3.84"	"1.0100426"	"ENST00000357720"
"ENST00000377777_at"	"0.999"	"0.008923"	"-2.8441023"	"-3.84"	"-0.5641773"	"ENST00000377777"
"ENST00000301096_at"	"0.999"	"0.009013"	"-2.8397965"	"-3.84"	"-0.5582125"	"ENST00000301096"
"ENST00000251269_at"	"0.999"	"0.009058"	"-2.8376589"	"-3.84"	"-1.2524453"	"ENST00000251269"
"ENST00000334295_at"	"0.999"	"0.009107"	"2.8353523"	"-3.84"	"0.2864732"	"ENST00000334295"
"ENST00000223951_at"	"0.999"	"0.009115"	"2.8350022"	"-3.84"	"1.1494832"	"ENST00000223951"
"ENST00000258014_at"	"0.999"	"0.009192"	"2.8313693"	"-3.84"	"0.9403174"	"ENST00000258014"
"ENST00000368452_at"	"0.999"	"0.009192"	"2.8313693"	"-3.84"	"0.9403174"	"ENST00000368452"
"ENST00000373327_at"	"0.999"	"0.009352"	"-2.8239803"	"-3.85"	"-1.1671711"	"ENST00000373327"
"ENST00000263918_at"	"0.999"	"0.009359"	"2.8236614"	"-3.85"	"1.0226698"	"ENST00000263918"
"ENST00000379213_at"	"0.999"	"0.009359"	"2.8236614"	"-3.85"	"1.0226698"	"ENST00000379213"
"ENST00000321214_at"	"0.999"	"0.009385"	"-2.8224929"	"-3.85"	"-1.2391433"	"ENST00000321214"
"ENST00000379074_at"	"0.999"	"0.0094"	"2.8217864"	"-3.85"	"1.1839118"	"ENST00000379074"
"ENST00000305803_at"	"0.999"	"0.009432"	"-2.8203436"	"-3.85"	"-0.2201706"	"ENST00000305803"
"ENST00000366688_at"	"0.999"	"0.009432"	"-2.8203436"	"-3.85"	"-0.2201706"	"ENST00000366688"
"ENST00000273027_at"	"0.999"	"0.009458"	"-2.8191508"	"-3.85"	"-1.5713517"	"ENST00000273027"
"ENST00000383831_at"	"0.999"	"0.009458"	"-2.8191508"	"-3.85"	"-1.5713517"	"ENST00000383831"
"ENST00000231721_at"	"0.999"	"0.009496"	"-2.817442"	"-3.85"	"-0.4441931"	"ENST00000231721"
"ENST00000296847_at"	"0.999"	"0.009566"	"2.8142774"	"-3.85"	"1.0928084"	"ENST00000296847"
"ENST00000298288_at"	"0.999"	"0.009616"	"2.8120592"	"-3.85"	"0.4404853"	"ENST00000298288"
"ENST00000337523_at"	"0.999"	"0.009673"	"2.8095447"	"-3.85"	"0.5558309"	"ENST00000337523"
"ENST00000375356_at"	"0.999"	"0.009673"	"2.8095447"	"-3.85"	"0.5558309"	"ENST00000375356"
"ENST00000304917_at"	"0.999"	"0.009851"	"2.8016804"	"-3.86"	"1.2938642"	"ENST00000304917"
"ENST00000311630_at"	"0.999"	"0.009979"	"-2.7961426"	"-3.86"	"-0.2993065"	"ENST00000311630"
"ENST00000370973_at"	"0.999"	"0.010017"	"-2.7944933"	"-3.86"	"-0.4192852"	"ENST00000370973"
"ENST00000254122_at"	"0.999"	"0.01007"	"-2.7922481"	"-3.86"	"-1.1154088"	"ENST00000254122"
"ENST00000315247_at"	"0.999"	"0.010075"	"-2.7920176"	"-3.86"	"-1.1523781"	"ENST00000315247"
"ENST00000318317_at"	"0.999"	"0.010125"	"2.7898777"	"-3.86"	"0.4370321"	"ENST00000318317"
"ENST00000361579_at"	"0.999"	"0.010125"	"2.7898777"	"-3.86"	"0.4370321"	"ENST00000361579"
"ENST00000251473_at"	"0.999"	"0.010155"	"-2.7886082"	"-3.86"	"-0.352734"	"ENST00000251473"
"ENST00000367112_at"	"0.999"	"0.01022"	"2.7858824"	"-3.87"	"1.0561714"	"ENST00000367112"
"ENST00000357814_at"	"0.999"	"0.010224"	"-2.785709"	"-3.87"	"-0.5228961"	"ENST00000357814"
"ENST00000300590_at"	"0.999"	"0.010244"	"-2.7848734"	"-3.87"	"-0.3509102"	"ENST00000300590"
"ENST00000331756_at"	"0.999"	"0.01027"	"-2.7837554"	"-3.87"	"-0.6931451"	"ENST00000331756"
"ENST00000257261_at"	"0.999"	"0.010344"	"-2.7806625"	"-3.87"	"-0.8656818"	"ENST00000257261"
"ENST00000278840_at"	"0.999"	"0.010344"	"-2.7806625"	"-3.87"	"-0.8656818"	"ENST00000278840"
"ENST00000378883_at"	"0.999"	"0.010366"	"-2.779756"	"-3.87"	"-0.3994655"	"ENST00000378883"
"ENST00000378886_at"	"0.999"	"0.010366"	"-2.779756"	"-3.87"	"-0.3994655"	"ENST00000378886"
"ENST00000378896_at"	"0.999"	"0.010366"	"-2.779756"	"-3.87"	"-0.3994655"	"ENST00000378896"
"ENST00000330334_at"	"0.999"	"0.010371"	"2.7795443"	"-3.87"	"0.4725783"	"ENST00000330334"
"ENST00000383171_at"	"0.999"	"0.010443"	"2.7765956"	"-3.87"	"0.5610395"	"ENST00000383171"
"ENST00000383330_at"	"0.999"	"0.010443"	"2.7765956"	"-3.87"	"0.5610395"	"ENST00000383330"
"ENST00000382910_at"	"0.999"	"0.010601"	"2.7700993"	"-3.87"	"0.7357594"	"ENST00000382910"
"ENST00000358631_at"	"0.999"	"0.010643"	"2.7683909"	"-3.88"	"1.6181959"	"ENST00000358631"
"ENST00000373575_at"	"0.999"	"0.010725"	"2.7650926"	"-3.88"	"0.3070096"	"ENST00000373575"
"ENST00000345770_at"	"0.999"	"0.010822"	"-2.7611972"	"-3.88"	"-1.1102243"	"ENST00000345770"
"ENST00000354278_at"	"0.999"	"0.010822"	"-2.7611972"	"-3.88"	"-1.1102243"	"ENST00000354278"
"ENST00000341360_at"	"0.999"	"0.010923"	"2.7571944"	"-3.88"	"1.2705992"	"ENST00000341360"
"ENST00000218439_at"	"0.999"	"0.010989"	"2.75459"	"-3.88"	"0.7589307"	"ENST00000218439"
"ENST00000343474_at"	"0.999"	"0.010989"	"2.75459"	"-3.88"	"0.7589307"	"ENST00000343474"
"ENST00000375053_at"	"0.999"	"0.010989"	"2.75459"	"-3.88"	"0.7589307"	"ENST00000375053"
"ENST00000375062_at"	"0.999"	"0.010989"	"2.75459"	"-3.88"	"0.7589307"	"ENST00000375062"
"ENST00000374626_at"	"0.999"	"0.01102"	"-2.7533801"	"-3.88"	"-0.4438821"	"ENST00000374626"
"ENST00000383209_at"	"0.999"	"0.01102"	"-2.7533801"	"-3.88"	"-0.4438821"	"ENST00000383209"
"ENST00000223273_at"	"0.999"	"0.011044"	"-2.7524233"	"-3.88"	"-0.3251623"	"ENST00000223273"
"ENST00000379471_at"	"0.999"	"0.011128"	"-2.7491336"	"-3.88"	"-0.8997392"	"ENST00000379471"
"ENST00000337747_at"	"0.999"	"0.011209"	"-2.7460022"	"-3.89"	"-0.656403"	"ENST00000337747"
"ENST00000346365_at"	"0.999"	"0.011209"	"-2.7460022"	"-3.89"	"-0.656403"	"ENST00000346365"
"ENST00000379154_at"	"0.999"	"0.011209"	"-2.7460022"	"-3.89"	"-0.656403"	"ENST00000379154"
"ENST00000379155_at"	"0.999"	"0.011209"	"-2.7460022"	"-3.89"	"-0.656403"	"ENST00000379155"
"ENST00000379158_at"	"0.999"	"0.011209"	"-2.7460022"	"-3.89"	"-0.656403"	"ENST00000379158"
"ENST00000320188_at"	"0.999"	"0.011391"	"-2.7390419"	"-3.89"	"-0.3108149"	"ENST00000320188"
"ENST00000359019_at"	"0.999"	"0.011396"	"-2.7388308"	"-3.89"	"-1.1996679"	"ENST00000359019"
"ENST00000180173_at"	"0.999"	"0.011491"	"-2.7352535"	"-3.89"	"-0.9287628"	"ENST00000180173"
"ENST00000360451_at"	"0.999"	"0.011589"	"-2.7315811"	"-3.89"	"-0.9764355"	"ENST00000360451"
"ENST00000367977_at"	"0.999"	"0.011589"	"-2.7315811"	"-3.89"	"-0.9764355"	"ENST00000367977"
"ENST00000259205_at"	"0.999"	"0.011655"	"-2.7290897"	"-3.89"	"-1.5161952"	"ENST00000259205"
"ENST00000376489_at"	"0.999"	"0.011655"	"-2.7290897"	"-3.89"	"-1.5161952"	"ENST00000376489"
"ENST00000224784_at"	"0.999"	"0.011709"	"-2.7270852"	"-3.9"	"-0.5940178"	"ENST00000224784"
"ENST00000371887_at"	"0.999"	"0.011709"	"-2.7270852"	"-3.9"	"-0.5940178"	"ENST00000371887"
"ENST00000287675_at"	"0.999"	"0.011781"	"2.7244465"	"-3.9"	"0.9278729"	"ENST00000287675"
"ENST00000370468_at"	"0.999"	"0.011784"	"-2.7243184"	"-3.9"	"-0.4465804"	"ENST00000370468"
"ENST00000376895_at"	"0.999"	"0.01179"	"-2.7241025"	"-3.9"	"-0.9750727"	"ENST00000376895"
"ENST00000289153_at"	"0.999"	"0.011793"	"2.7239826"	"-3.9"	"0.5277958"	"ENST00000289153"
"ENST00000323589_at"	"0.999"	"0.011902"	"-2.7200078"	"-3.9"	"-0.3225266"	"ENST00000323589"
"ENST00000354171_at"	"0.999"	"0.011921"	"2.7192988"	"-3.9"	"0.2615054"	"ENST00000354171"
"ENST00000371377_at"	"0.999"	"0.011943"	"-2.7185171"	"-3.9"	"-0.2932254"	"ENST00000371377"
"ENST00000341362_at"	"0.999"	"0.012071"	"-2.7138732"	"-3.9"	"-1.2376327"	"ENST00000341362"
"ENST00000312105_at"	"0.999"	"0.012103"	"-2.7127237"	"-3.9"	"-1.1755876"	"ENST00000312105"
"ENST00000298523_at"	"0.999"	"0.012113"	"2.7123523"	"-3.9"	"0.8144099"	"ENST00000298523"
"ENST00000304084_at"	"0.999"	"0.012113"	"2.7123523"	"-3.9"	"0.8144099"	"ENST00000304084"
"ENST00000353231_at"	"0.999"	"0.012113"	"2.7123523"	"-3.9"	"0.8144099"	"ENST00000353231"
"ENST00000359579_at"	"0.999"	"0.012126"	"-2.7118867"	"-3.9"	"-0.5226048"	"ENST00000359579"
"ENST00000263092_at"	"0.999"	"0.012361"	"2.7035487"	"-3.91"	"0.8853701"	"ENST00000263092"
"ENST00000319347_at"	"0.999"	"0.012388"	"2.7026151"	"-3.91"	"1.2201038"	"ENST00000319347"
"ENST00000254193_at"	"0.999"	"0.012571"	"-2.6962187"	"-3.91"	"-0.29679"	"ENST00000254193"
"ENST00000356896_at"	"0.999"	"0.012574"	"2.6961279"	"-3.91"	"0.3288772"	"ENST00000356896"
"ENST00000372214_at"	"0.999"	"0.012774"	"2.6892231"	"-3.91"	"0.3803062"	"ENST00000372214"
"ENST00000370217_at"	"0.999"	"0.012784"	"2.6889019"	"-3.92"	"1.3669732"	"ENST00000370217"
"ENST00000368677_at"	"0.999"	"0.012801"	"-2.6883263"	"-3.92"	"-0.3745669"	"ENST00000368677"
"ENST00000285407_at"	"0.999"	"0.013011"	"-2.681205"	"-3.92"	"-0.7496997"	"ENST00000285407"
"ENST00000332914_at"	"0.999"	"0.01303"	"-2.6805709"	"-3.92"	"-0.3388139"	"ENST00000332914"
"ENST00000335790_at"	"0.999"	"0.01303"	"-2.6805709"	"-3.92"	"-0.3388139"	"ENST00000335790"
"ENST00000219746_at"	"0.999"	"0.013035"	"-2.680412"	"-3.92"	"-1.2280511"	"ENST00000219746"
"ENST00000319517_at"	"0.999"	"0.013044"	"-2.6801043"	"-3.92"	"-0.4103782"	"ENST00000319517"
"ENST00000359929_at"	"0.999"	"0.013044"	"-2.6801043"	"-3.92"	"-0.4103782"	"ENST00000359929"
"ENST00000370712_at"	"0.999"	"0.013044"	"-2.6801043"	"-3.92"	"-0.4103782"	"ENST00000370712"
"ENST00000370713_at"	"0.999"	"0.013044"	"-2.6801043"	"-3.92"	"-0.4103782"	"ENST00000370713"
"ENST00000370715_at"	"0.999"	"0.013044"	"-2.6801043"	"-3.92"	"-0.4103782"	"ENST00000370715"
"ENST00000371481_at"	"0.999"	"0.013059"	"-2.6795966"	"-3.92"	"-0.9452279"	"ENST00000371481"
"ENST00000371483_at"	"0.999"	"0.013059"	"-2.6795966"	"-3.92"	"-0.9452279"	"ENST00000371483"
"ENST00000327702_at"	"0.999"	"0.013076"	"-2.6790375"	"-3.92"	"-1.1619214"	"ENST00000327702"
