"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"207513_s_at"	"0.9483"	"0.75248002"	"0.3222404"	"-5.5123"	"0.0878382"	"ZNF189"	"zinc finger protein 189"
"219003_s_at"	"0.9483"	"0.75248781"	"-0.3222299"	"-5.5123"	"-0.2627068"	"MANEA"	"mannosidase endo-alpha"
"222004_s_at"	"0.9483"	"0.75250471"	"-0.3222071"	"-5.5123"	"-0.0810234"	"DOCK6"	"dedicator of cytokinesis 6"
"207758_at"	"0.9483"	"0.75256109"	"-0.3221309"	"-5.5123"	"-0.0947604"	""	""
"216054_x_at"	"0.9483"	"0.75256504"	"0.3221255"	"-5.5123"	"0.0535315"	"MYL4"	"myosin light chain 4"
"220849_at"	"0.9483"	"0.75260483"	"0.3220718"	"-5.5124"	"0.1744083"	"LOC79999"	"uncharacterized LOC79999"
"208409_at"	"0.9483"	"0.75263137"	"0.3220359"	"-5.5124"	"0.1420893"	"LOC101930602///SLC14A2"	"putative uncharacterized protein encoded by LINC00596-like///solute carrier family 14 member 2"
"215671_at"	"0.9483"	"0.75267625"	"0.3219753"	"-5.5124"	"0.2225577"	"PDE4B"	"phosphodiesterase 4B"
"210273_at"	"0.9483"	"0.75269556"	"-0.3219492"	"-5.5124"	"-0.1488079"	"PCDH7"	"protocadherin 7"
"204081_at"	"0.9483"	"0.75269825"	"-0.3219455"	"-5.5124"	"-0.2144561"	"NRGN"	"neurogranin"
"215952_s_at"	"0.9483"	"0.75274507"	"-0.3218823"	"-5.5124"	"-0.0812707"	"OAZ1"	"ornithine decarboxylase antizyme 1"
"213453_x_at"	"0.9483"	"0.75276352"	"-0.3218573"	"-5.5124"	"-0.0533398"	"GAPDH"	"glyceraldehyde-3-phosphate dehydrogenase"
"202811_at"	"0.9485"	"0.75293294"	"0.3216284"	"-5.5125"	"0.0686609"	"STAMBP"	"STAM binding protein"
"209618_at"	"0.9485"	"0.75300635"	"0.3215293"	"-5.5125"	"0.1757199"	"CTNND2"	"catenin delta 2"
"211708_s_at"	"0.9486"	"0.75313429"	"-0.3213564"	"-5.5126"	"-0.089547"	"SCD"	"stearoyl-CoA desaturase"
"217937_s_at"	"0.9486"	"0.75317784"	"-0.3212976"	"-5.5126"	"-0.1414127"	"HDAC7"	"histone deacetylase 7"
"219644_at"	"0.9486"	"0.75330083"	"-0.3211315"	"-5.5126"	"-0.0685908"	"CEP83"	"centrosomal protein 83"
"216736_at"	"0.9486"	"0.75334049"	"0.3210779"	"-5.5126"	"0.1287447"	"TM6SF2"	"transmembrane 6 superfamily member 2"
"214477_at"	"0.9486"	"0.75335793"	"0.3210543"	"-5.5126"	"0.1016458"	"MLLT1"	"MLLT1, super elongation complex subunit"
"210311_at"	"0.9486"	"0.75338736"	"0.3210146"	"-5.5127"	"0.2941007"	"FGF5"	"fibroblast growth factor 5"
"202367_at"	"0.9486"	"0.75344793"	"0.3209328"	"-5.5127"	"0.0699362"	"CUX1"	"cut like homeobox 1"
"217507_at"	"0.9486"	"0.75354596"	"0.3208003"	"-5.5127"	"0.2097978"	"SLC11A1"	"solute carrier family 11 member 1"
"202248_at"	"0.9486"	"0.75355146"	"0.3207929"	"-5.5127"	"0.1449342"	"E2F4"	"E2F transcription factor 4"
"220091_at"	"0.9486"	"0.75359687"	"0.3207316"	"-5.5127"	"0.1123387"	"SLC2A6"	"solute carrier family 2 member 6"
"210482_x_at"	"0.9486"	"0.75363253"	"0.3206834"	"-5.5128"	"0.1595446"	"MAP2K5"	"mitogen-activated protein kinase kinase 5"
"219909_at"	"0.9486"	"0.75367475"	"-0.3206264"	"-5.5128"	"-0.1091072"	"MMP28"	"matrix metallopeptidase 28"
"214520_at"	"0.9486"	"0.75376606"	"-0.3205031"	"-5.5128"	"-0.1582704"	"FOXC2"	"forkhead box C2"
"201034_at"	"0.9486"	"0.75378104"	"0.3204829"	"-5.5128"	"0.056704"	"ADD3"	"adducin 3"
"210098_s_at"	"0.9486"	"0.75381201"	"0.320441"	"-5.5128"	"0.1117137"	""	""
"221241_s_at"	"0.9486"	"0.75381611"	"0.3204355"	"-5.5128"	"0.0666304"	"BCL2L14"	"BCL2 like 14"
"205869_at"	"0.9486"	"0.75389108"	"-0.3203342"	"-5.5129"	"-0.1859693"	"PRSS2///PRSS1"	"protease, serine 2///protease, serine 1"
"214013_s_at"	"0.9486"	"0.75392956"	"-0.3202823"	"-5.5129"	"-0.1570656"	"TBC1D1"	"TBC1 domain family member 1"
"209150_s_at"	"0.9486"	"0.75394562"	"0.3202606"	"-5.5129"	"0.080814"	"IPO4///TM9SF1"	"importin 4///transmembrane 9 superfamily member 1"
"202952_s_at"	"0.9486"	"0.7539866"	"-0.3202053"	"-5.5129"	"-0.1556825"	"ADAM12"	"ADAM metallopeptidase domain 12"
"205659_at"	"0.9486"	"0.7539887"	"0.3202024"	"-5.5129"	"0.1022406"	"HDAC9"	"histone deacetylase 9"
"215359_x_at"	"0.9486"	"0.75401016"	"-0.3201734"	"-5.5129"	"-0.0758319"	"LOC101060181///ZNF44"	"zinc finger protein ZnFP12///zinc finger protein 44"
"205667_at"	"0.9487"	"0.75414219"	"-0.3199952"	"-5.513"	"-0.2100751"	"WRN"	"Werner syndrome RecQ like helicase"
"214571_at"	"0.9487"	"0.75419987"	"-0.3199173"	"-5.513"	"-0.1043445"	"FGF3"	"fibroblast growth factor 3"
"206148_at"	"0.9487"	"0.75422008"	"0.31989"	"-5.513"	"0.1405944"	"IL3RA"	"interleukin 3 receptor subunit alpha"
"203906_at"	"0.9487"	"0.75431338"	"0.319764"	"-5.513"	"0.0674907"	"IQSEC1"	"IQ motif and Sec7 domain 1"
"207794_at"	"0.9487"	"0.75435646"	"0.3197059"	"-5.513"	"0.2473195"	"CCR2"	"C-C motif chemokine receptor 2"
"206846_s_at"	"0.9487"	"0.75435692"	"-0.3197052"	"-5.513"	"-0.0579065"	"HDAC6"	"histone deacetylase 6"
"219520_s_at"	"0.9487"	"0.75442551"	"0.3196126"	"-5.5131"	"0.0707588"	"WWC3"	"WWC family member 3"
"211072_x_at"	"0.9487"	"0.7544372"	"0.3195968"	"-5.5131"	"0.0565147"	"TUBA1B"	"tubulin alpha 1b"
"208575_at"	"0.9487"	"0.75451929"	"0.319486"	"-5.5131"	"0.1579579"	"HIST1H3A"	"histone cluster 1, H3a"
"218018_at"	"0.9487"	"0.75452237"	"0.3194819"	"-5.5131"	"0.0792491"	"PDXK"	"pyridoxal (pyridoxine, vitamin B6) kinase"
"207458_at"	"0.9487"	"0.75459847"	"0.3193791"	"-5.5131"	"0.1493641"	"RHPN1-AS1"	"RHPN1 antisense RNA 1 (head to head)"
"219624_at"	"0.9487"	"0.7546347"	"0.3193302"	"-5.5132"	"0.2571929"	"BAG4"	"BCL2 associated athanogene 4"
"213385_at"	"0.9487"	"0.75469814"	"-0.3192446"	"-5.5132"	"-0.0974934"	"CHN2"	"chimerin 2"
"213519_s_at"	"0.9487"	"0.75476391"	"0.3191558"	"-5.5132"	"0.0647582"	"LAMA2"	"laminin subunit alpha 2"
"218014_at"	"0.9487"	"0.75480539"	"-0.3190998"	"-5.5132"	"-0.0562761"	"NUP85"	"nucleoporin 85"
"207279_s_at"	"0.9487"	"0.7548076"	"-0.3190968"	"-5.5132"	"-0.0988088"	"NEBL"	"nebulette"
"209002_s_at"	"0.9487"	"0.75485209"	"-0.3190368"	"-5.5132"	"-0.068142"	"CALCOCO1"	"calcium binding and coiled-coil domain 1"
"214213_x_at"	"0.9487"	"0.75488653"	"-0.3189903"	"-5.5133"	"-0.0599527"	"LMNA"	"lamin A/C"
"207363_at"	"0.9487"	"0.75490217"	"-0.3189692"	"-5.5133"	"-0.2306124"	"RS1"	"retinoschisin 1"
"220344_at"	"0.9488"	"0.75502663"	"0.3188012"	"-5.5133"	"0.0723272"	"C11orf16"	"chromosome 11 open reading frame 16"
"210411_s_at"	"0.9488"	"0.75515854"	"0.3186231"	"-5.5134"	"0.1465572"	"GRIN2B"	"glutamate ionotropic receptor NMDA type subunit 2B"
"218966_at"	"0.9488"	"0.75515969"	"-0.3186216"	"-5.5134"	"-0.0639227"	"MYO5C"	"myosin VC"
"209354_at"	"0.9488"	"0.7551649"	"0.3186145"	"-5.5134"	"0.0960215"	"TNFRSF14"	"TNF receptor superfamily member 14"
"215502_at"	"0.9488"	"0.75520837"	"-0.3185559"	"-5.5134"	"-0.0677427"	""	""
"211122_s_at"	"0.9488"	"0.75524267"	"0.3185096"	"-5.5134"	"0.2357563"	"CXCL11"	"C-X-C motif chemokine ligand 11"
"205418_at"	"0.9488"	"0.75527336"	"0.3184682"	"-5.5134"	"0.1663913"	"FES"	"FES proto-oncogene, tyrosine kinase"
"209310_s_at"	"0.9488"	"0.75530256"	"0.3184288"	"-5.5134"	"0.0694139"	"CASP4"	"caspase 4"
"215090_x_at"	"0.9488"	"0.75532999"	"0.3183917"	"-5.5134"	"0.0676842"	"LOC440434"	"aminopeptidase puromycin sensitive pseudogene"
"219249_s_at"	"0.9488"	"0.75540837"	"-0.318286"	"-5.5135"	"-0.1174538"	"FKBP10"	"FK506 binding protein 10"
"205697_at"	"0.9489"	"0.75552279"	"-0.3181316"	"-5.5135"	"-0.0859118"	"SCGN"	"secretagogin, EF-hand calcium binding protein"
"214358_at"	"0.9489"	"0.75558189"	"-0.3180518"	"-5.5135"	"-0.0903033"	"ACACA"	"acetyl-CoA carboxylase alpha"
"218562_s_at"	"0.9489"	"0.75560612"	"0.3180191"	"-5.5135"	"0.0960211"	"TMEM57"	"transmembrane protein 57"
"216254_at"	"0.949"	"0.75574033"	"-0.317838"	"-5.5136"	"-0.2376002"	"PARVB"	"parvin beta"
"212988_x_at"	"0.949"	"0.7558771"	"0.3176535"	"-5.5136"	"0.0626494"	"ACTG1///ACTB"	"actin gamma 1///actin beta"
"213504_at"	"0.949"	"0.75588387"	"0.3176444"	"-5.5136"	"0.0778889"	"COPS6"	"COP9 signalosome subunit 6"
"206114_at"	"0.949"	"0.75595578"	"0.3175473"	"-5.5137"	"0.140125"	"EPHA4"	"EPH receptor A4"
"206943_at"	"0.949"	"0.75601736"	"-0.3174642"	"-5.5137"	"-0.0802232"	"TGFBR1"	"transforming growth factor beta receptor 1"
"217039_x_at"	"0.949"	"0.756128"	"0.317315"	"-5.5137"	"0.1211409"	"ELK2AP"	"ELK2A, member of ETS oncogene family, pseudogene"
"216004_s_at"	"0.949"	"0.75614387"	"0.3172936"	"-5.5137"	"0.1130815"	"PKNOX1"	"PBX/knotted 1 homeobox 1"
"222149_x_at"	"0.949"	"0.75618849"	"-0.3172334"	"-5.5138"	"-0.1349167"	"GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8EP///GOLGA8G"	"golgin A8 family member D, pseudogene///golgin A8 family member F///golgin A8 family member C, pseudogene///golgin A8 family member E, pseudogene///golgin A8 family member G"
"218873_at"	"0.949"	"0.75619189"	"-0.3172288"	"-5.5138"	"-0.0527253"	"GON4L"	"gon-4 like"
"215499_at"	"0.949"	"0.75620727"	"0.3172081"	"-5.5138"	"0.0572797"	"LOC100996792///MAP2K3"	"dual specificity mitogen-activated protein kinase kinase 3///mitogen-activated protein kinase kinase 3"
"217460_at"	"0.949"	"0.75623786"	"-0.3171668"	"-5.5138"	"-0.2573762"	"TNP2"	"transition protein 2"
"205957_at"	"0.949"	"0.75623966"	"-0.3171644"	"-5.5138"	"-0.1947395"	"PLXNB3"	"plexin B3"
"208513_at"	"0.949"	"0.75625489"	"0.3171438"	"-5.5138"	"0.1629567"	"FOXB1"	"forkhead box B1"
"204805_s_at"	"0.949"	"0.75636013"	"0.3170018"	"-5.5138"	"0.0925091"	"H1FX"	"H1 histone family member X"
"216651_s_at"	"0.949"	"0.75636634"	"0.3169935"	"-5.5138"	"0.1724461"	"GAD2"	"glutamate decarboxylase 2"
"216522_at"	"0.9493"	"0.7566498"	"0.3166111"	"-5.5139"	"0.2212803"	"OR2B6"	"olfactory receptor family 2 subfamily B member 6"
"219859_at"	"0.9493"	"0.75665139"	"0.316609"	"-5.5139"	"0.2015022"	"CLEC4E"	"C-type lectin domain family 4 member E"
"215960_at"	"0.9493"	"0.75667213"	"-0.316581"	"-5.514"	"-0.106255"	"SLC5A4"	"solute carrier family 5 member 4"
"212361_s_at"	"0.9493"	"0.7567003"	"0.316543"	"-5.514"	"0.0700462"	"ATP2A2"	"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2"
"217125_at"	"0.9493"	"0.75675023"	"-0.3164757"	"-5.514"	"-0.1980596"	"UBBP2"	"ubiquitin B pseudogene 2"
"211710_x_at"	"0.9493"	"0.75692868"	"-0.316235"	"-5.5141"	"-0.0521671"	"SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4"	"small nucleolar RNA, C/D box 18C///small nucleolar RNA, C/D box 18B///small nucleolar RNA, C/D box 18A///small nucleolar RNA, C/D box 16///ribosomal protein L4"
"214892_x_at"	"0.9493"	"0.75696948"	"-0.31618"	"-5.5141"	"-0.0775956"	"CACTIN"	"cactin, spliceosome C complex subunit"
"202947_s_at"	"0.9493"	"0.75704982"	"-0.3160717"	"-5.5141"	"-0.0646145"	"GYPC"	"glycophorin C (Gerbich blood group)"
"202007_at"	"0.9493"	"0.75707169"	"0.3160422"	"-5.5141"	"0.0990506"	"NID1"	"nidogen 1"
"207169_x_at"	"0.9493"	"0.75707555"	"0.316037"	"-5.5141"	"0.077196"	"MIR4640///DDR1"	"microRNA 4640///discoidin domain receptor tyrosine kinase 1"
"203203_s_at"	"0.9493"	"0.75724772"	"-0.3158048"	"-5.5142"	"-0.1005439"	"KRR1"	"KRR1, small subunit processome component homolog"
"217990_at"	"0.9493"	"0.75730488"	"0.3157277"	"-5.5142"	"0.0622191"	"GMPR2"	"guanosine monophosphate reductase 2"
"218537_at"	"0.9493"	"0.75732707"	"0.3156978"	"-5.5142"	"0.1974198"	"HCFC1R1"	"host cell factor C1 regulator 1"
"218669_at"	"0.9493"	"0.75740477"	"0.3155931"	"-5.5142"	"0.0841353"	"RAP2C"	"RAP2C, member of RAS oncogene family"
"218695_at"	"0.9493"	"0.75740647"	"0.3155908"	"-5.5142"	"0.1052725"	"EXOSC4"	"exosome component 4"
"216852_x_at"	"0.9493"	"0.75742732"	"0.3155627"	"-5.5142"	"0.0696288"	"IGLJ3"	"immunoglobulin lambda joining 3"
"206970_at"	"0.9493"	"0.75744997"	"0.3155321"	"-5.5143"	"0.1200909"	"CNTN2"	"contactin 2"
"203102_s_at"	"0.9493"	"0.75745218"	"0.3155292"	"-5.5143"	"0.1042536"	"MGAT2"	"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
"216167_at"	"0.9493"	"0.75746916"	"0.3155063"	"-5.5143"	"0.1159081"	"LRRN2"	"leucine rich repeat neuronal 2"
"210200_at"	"0.9493"	"0.7574699"	"0.3155052"	"-5.5143"	"0.0624915"	"WWP2"	"WW domain containing E3 ubiquitin protein ligase 2"
"211582_x_at"	"0.9493"	"0.75747323"	"-0.3155008"	"-5.5143"	"-0.1781932"	"LST1"	"leukocyte specific transcript 1"
"218690_at"	"0.9493"	"0.75748376"	"0.3154866"	"-5.5143"	"0.1228562"	"PDLIM4"	"PDZ and LIM domain 4"
"217754_at"	"0.9493"	"0.75752851"	"0.3154262"	"-5.5143"	"0.0820672"	"DDX56"	"DEAD-box helicase 56"
"204044_at"	"0.9495"	"0.75776258"	"0.3151107"	"-5.5144"	"0.2138037"	"QPRT"	"quinolinate phosphoribosyltransferase"
"222275_at"	"0.9495"	"0.75782881"	"0.3150214"	"-5.5144"	"0.0546709"	"MRPS30"	"mitochondrial ribosomal protein S30"
"204099_at"	"0.9495"	"0.75787869"	"0.3149542"	"-5.5144"	"0.051217"	"SMARCD3"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
"219303_at"	"0.9495"	"0.7579048"	"0.314919"	"-5.5144"	"0.0804109"	"RNF219"	"ring finger protein 219"
"221439_at"	"0.9495"	"0.7579458"	"0.3148637"	"-5.5144"	"0.1816898"	"RBBP9"	"RB binding protein 9, serine hydrolase"
"214843_s_at"	"0.9497"	"0.75815174"	"-0.3145861"	"-5.5145"	"-0.1988581"	"USP33"	"ubiquitin specific peptidase 33"
"210654_at"	"0.9498"	"0.75824713"	"-0.3144576"	"-5.5146"	"-0.1125985"	"TNFRSF10D"	"TNF receptor superfamily member 10d"
"38340_at"	"0.9502"	"0.7586744"	"0.3138818"	"-5.5147"	"0.06444"	"HIP1R"	"huntingtin interacting protein 1 related"
"215173_at"	"0.9502"	"0.75873664"	"0.3137979"	"-5.5148"	"0.1234389"	"DNAAF1"	"dynein axonemal assembly factor 1"
"216709_at"	"0.9502"	"0.75876548"	"0.313759"	"-5.5148"	"0.0757465"	""	""
"209636_at"	"0.9502"	"0.75883889"	"0.3136601"	"-5.5148"	"0.1472702"	"NFKB2"	"nuclear factor kappa B subunit 2"
"216104_at"	"0.9502"	"0.75886109"	"0.3136302"	"-5.5148"	"0.2436516"	""	""
"203073_at"	"0.9502"	"0.75891856"	"0.3135528"	"-5.5148"	"0.064377"	"COG2"	"component of oligomeric golgi complex 2"
"205292_s_at"	"0.9502"	"0.75895759"	"-0.3135002"	"-5.5148"	"-0.0539152"	"HNRNPA2B1"	"heterogeneous nuclear ribonucleoprotein A2/B1"
"220646_s_at"	"0.9502"	"0.75896508"	"0.3134901"	"-5.5148"	"0.2074248"	"KLRF1"	"killer cell lectin like receptor F1"
"218629_at"	"0.9502"	"0.75906328"	"-0.3133578"	"-5.5149"	"-0.1349853"	"SMO"	"smoothened, frizzled class receptor"
"201955_at"	"0.9502"	"0.75908933"	"-0.3133227"	"-5.5149"	"-0.071594"	"CCNC"	"cyclin C"
"202214_s_at"	"0.9502"	"0.75909584"	"-0.3133139"	"-5.5149"	"-0.2274076"	"CUL4B"	"cullin 4B"
"207341_at"	"0.9502"	"0.75912448"	"0.3132754"	"-5.5149"	"0.0846822"	"PRTN3"	"proteinase 3"
"219434_at"	"0.9502"	"0.75920789"	"-0.313163"	"-5.5149"	"-0.1183276"	"TREM1"	"triggering receptor expressed on myeloid cells 1"
"212622_at"	"0.9502"	"0.75922767"	"-0.3131363"	"-5.5149"	"-0.0645869"	"TMEM41B"	"transmembrane protein 41B"
"201820_at"	"0.9502"	"0.75928434"	"0.31306"	"-5.515"	"0.1340945"	"KRT5"	"keratin 5"
"218203_at"	"0.9502"	"0.75929742"	"-0.3130424"	"-5.515"	"-0.0596564"	"ALG5"	"ALG5, dolichyl-phosphate beta-glucosyltransferase"
"213575_at"	"0.9502"	"0.75933567"	"-0.3129908"	"-5.515"	"-0.1297514"	"TRA2A"	"transformer 2 alpha homolog"
"203388_at"	"0.9502"	"0.75934746"	"-0.312975"	"-5.515"	"-0.1686126"	"ARRB2"	"arrestin beta 2"
"218070_s_at"	"0.9502"	"0.75939191"	"-0.3129151"	"-5.515"	"-0.0829842"	"GMPPA"	"GDP-mannose pyrophosphorylase A"
"219850_s_at"	"0.9504"	"0.75957496"	"-0.3126685"	"-5.5151"	"-0.2776958"	"EHF"	"ETS homologous factor"
"220940_at"	"0.9505"	"0.759702"	"0.3124974"	"-5.5151"	"0.2429382"	"ANKRD36B"	"ankyrin repeat domain 36B"
"208360_s_at"	"0.9505"	"0.75973852"	"0.3124482"	"-5.5151"	"0.0847069"	"ERVH-4"	"endogenous retrovirus group H member 4"
"204043_at"	"0.9505"	"0.75978727"	"-0.3123826"	"-5.5152"	"-0.0732571"	"TCN2"	"transcobalamin 2"
"214686_at"	"0.9505"	"0.75979014"	"-0.3123787"	"-5.5152"	"-0.0641124"	"ZNF266"	"zinc finger protein 266"
"200771_at"	"0.9505"	"0.75985458"	"0.3122919"	"-5.5152"	"0.0593255"	"LAMC1"	"laminin subunit gamma 1"
"214399_s_at"	"0.9506"	"0.76003944"	"-0.312043"	"-5.5153"	"-0.068482"	"KRT4"	"keratin 4"
"218329_at"	"0.9506"	"0.760128"	"-0.3119237"	"-5.5153"	"-0.0791095"	"PRDM4"	"PR/SET domain 4"
"209098_s_at"	"0.9506"	"0.76015505"	"-0.3118873"	"-5.5153"	"-0.2264363"	"JAG1"	"jagged 1"
"213436_at"	"0.9506"	"0.76025082"	"-0.3117583"	"-5.5153"	"-0.147899"	"CNR1"	"cannabinoid receptor 1"
"207281_x_at"	"0.9506"	"0.76033099"	"0.3116504"	"-5.5154"	"0.1568675"	"VCX2"	"variable charge, X-linked 2"
"219404_at"	"0.9506"	"0.76039175"	"-0.3115686"	"-5.5154"	"-0.1549641"	"EPS8L3"	"EPS8 like 3"
"217093_at"	"0.9506"	"0.76040123"	"0.3115558"	"-5.5154"	"0.2171256"	"RNASE1"	"ribonuclease A family member 1, pancreatic"
"209706_at"	"0.9506"	"0.76042676"	"0.3115214"	"-5.5154"	"0.07269"	"NKX3-1"	"NK3 homeobox 1"
"215291_at"	"0.9506"	"0.76045614"	"-0.3114819"	"-5.5154"	"-0.1819403"	"MKL1"	"megakaryoblastic leukemia (translocation) 1"
"217177_s_at"	"0.9506"	"0.76049778"	"0.3114258"	"-5.5154"	"0.1200541"	"PTPRB"	"protein tyrosine phosphatase, receptor type B"
"204724_s_at"	"0.9506"	"0.7605568"	"-0.3113463"	"-5.5155"	"-0.1593101"	"COL9A3"	"collagen type IX alpha 3 chain"
"212915_at"	"0.9506"	"0.76055916"	"0.3113432"	"-5.5155"	"0.0890955"	"PDZRN3"	"PDZ domain containing ring finger 3"
"208129_x_at"	"0.9506"	"0.76058244"	"-0.3113118"	"-5.5155"	"-0.1656033"	"LOC101928269///LOC100506403///RUNX1"	"uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1"
"208483_x_at"	"0.9506"	"0.76066273"	"0.3112037"	"-5.5155"	"0.0777251"	"KRT33A"	"keratin 33A"
"216318_at"	"0.9506"	"0.76066647"	"0.3111987"	"-5.5155"	"0.1079906"	"IGHA2///IGHA1///IGH"	"immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus"
"207864_at"	"0.9506"	"0.76066885"	"0.3111955"	"-5.5155"	"0.2654213"	"SCN7A"	"sodium voltage-gated channel alpha subunit 7"
"221183_at"	"0.9506"	"0.7607532"	"0.3110819"	"-5.5155"	"0.1074164"	"LOC100507388"	"uncharacterized LOC100507388"
"206296_x_at"	"0.9506"	"0.76075607"	"0.3110781"	"-5.5155"	"0.1998366"	"MAP4K1"	"mitogen-activated protein kinase kinase kinase kinase 1"
"204521_at"	"0.9506"	"0.76077947"	"-0.3110466"	"-5.5155"	"-0.0678288"	"FAM216A"	"family with sequence similarity 216 member A"
"217382_at"	"0.9506"	"0.76078214"	"-0.311043"	"-5.5155"	"-0.1591577"	"CLIC1P1"	"chloride intracellular channel 1 pseudogene 1"
"204688_at"	"0.9506"	"0.76086198"	"-0.3109355"	"-5.5156"	"-0.0837545"	"SGCE"	"sarcoglycan epsilon"
"204449_at"	"0.9506"	"0.7609415"	"0.3108284"	"-5.5156"	"0.1714392"	"PDCL"	"phosducin like"
"219572_at"	"0.9506"	"0.76094587"	"0.3108226"	"-5.5156"	"0.1103007"	"CADPS2"	"calcium dependent secretion activator 2"
"212405_s_at"	"0.9506"	"0.7609843"	"0.3107708"	"-5.5156"	"0.0605549"	"METTL13"	"methyltransferase like 13"
"220424_at"	"0.9506"	"0.761051"	"0.310681"	"-5.5156"	"0.1907687"	"NPHS2"	"NPHS2, podocin"
"215552_s_at"	"0.951"	"0.76138999"	"-0.3102248"	"-5.5158"	"-0.1465554"	"ESR1"	"estrogen receptor 1"
"203736_s_at"	"0.951"	"0.76142352"	"-0.3101797"	"-5.5158"	"-0.2337513"	"PPFIBP1"	"PPFIA binding protein 1"
"219203_at"	"0.951"	"0.76149526"	"0.3100831"	"-5.5158"	"0.0637633"	"EMC9"	"ER membrane protein complex subunit 9"
"213022_s_at"	"0.9511"	"0.7615757"	"0.3099749"	"-5.5158"	"0.0867269"	"UTRN"	"utrophin"
"201892_s_at"	"0.9511"	"0.76163447"	"0.3098958"	"-5.5159"	"0.0714213"	"IMPDH2"	"inosine monophosphate dehydrogenase 2"
"52169_at"	"0.9511"	"0.76165627"	"0.3098664"	"-5.5159"	"0.0593177"	"STRADA"	"STE20-related kinase adaptor alpha"
"202588_at"	"0.9511"	"0.76169799"	"0.3098103"	"-5.5159"	"0.09713"	"AK1"	"adenylate kinase 1"
"200670_at"	"0.9511"	"0.76174023"	"-0.3097535"	"-5.5159"	"-0.0507889"	"XBP1"	"X-box binding protein 1"
"209880_s_at"	"0.9511"	"0.76182422"	"-0.3096404"	"-5.5159"	"-0.0881184"	"SELPLG"	"selectin P ligand"
"202068_s_at"	"0.9511"	"0.76189759"	"0.3095417"	"-5.516"	"0.0794359"	"LDLR"	"low density lipoprotein receptor"
"216459_x_at"	"0.9511"	"0.7618979"	"-0.3095413"	"-5.516"	"-0.1918512"	"DDR1-AS1"	"DDR1 antisense RNA 1 (head to head)"
"212645_x_at"	"0.9511"	"0.76200113"	"0.3094024"	"-5.516"	"0.0716699"	"BRE"	"brain and reproductive organ-expressed (TNFRSF1A modulator)"
"215642_at"	"0.9511"	"0.76204526"	"0.309343"	"-5.516"	"0.2307972"	""	""
"221047_s_at"	"0.9511"	"0.76205609"	"-0.3093284"	"-5.516"	"-0.1220868"	"MARK1"	"microtubule affinity regulating kinase 1"
"220511_s_at"	"0.9511"	"0.76213134"	"-0.3092272"	"-5.5161"	"-0.1840707"	"DLC1"	"DLC1 Rho GTPase activating protein"
"204443_at"	"0.9511"	"0.76219939"	"0.3091357"	"-5.5161"	"0.14946"	"ARSA"	"arylsulfatase A"
"220904_at"	"0.9511"	"0.76223046"	"-0.3090939"	"-5.5161"	"-0.11524"	"LINC00574"	"long intergenic non-protein coding RNA 574"
"204947_at"	"0.9511"	"0.76225101"	"-0.3090662"	"-5.5161"	"-0.1523971"	"E2F1"	"E2F transcription factor 1"
"206127_at"	"0.9511"	"0.76226103"	"-0.3090527"	"-5.5161"	"-0.2309948"	"ELK3"	"ELK3, ETS transcription factor"
"200053_at"	"0.9513"	"0.76245796"	"-0.3087878"	"-5.5162"	"-0.0533551"	"SPAG7"	"sperm associated antigen 7"
"204046_at"	"0.9514"	"0.76259479"	"0.3086037"	"-5.5162"	"0.1599482"	"PLCB2"	"phospholipase C beta 2"
"205045_at"	"0.9514"	"0.76260497"	"0.3085901"	"-5.5162"	"0.2093177"	"AKAP10"	"A-kinase anchoring protein 10"
"217014_s_at"	"0.9514"	"0.76271138"	"0.3084469"	"-5.5163"	"0.076915"	"AZGP1P1///AZGP1"	"alpha-2-glycoprotein 1, zinc-binding pseudogene 1///alpha-2-glycoprotein 1, zinc-binding"
"206104_at"	"0.9514"	"0.76274295"	"0.3084045"	"-5.5163"	"0.2131048"	"ISL1"	"ISL LIM homeobox 1"
"222332_at"	"0.9514"	"0.7627471"	"0.3083989"	"-5.5163"	"0.2005474"	""	""
"213914_s_at"	"0.9514"	"0.76275871"	"0.3083833"	"-5.5163"	"0.1505629"	"SPTBN1"	"spectrin beta, non-erythrocytic 1"
"202770_s_at"	"0.9515"	"0.76293908"	"-0.3081407"	"-5.5164"	"-0.1094049"	"CCNG2"	"cyclin G2"
"204949_at"	"0.9515"	"0.76298896"	"0.3080736"	"-5.5164"	"0.0900601"	"ICAM3"	"intercellular adhesion molecule 3"
"218982_s_at"	"0.9515"	"0.76298906"	"-0.3080735"	"-5.5164"	"-0.0540211"	"MRPS17"	"mitochondrial ribosomal protein S17"
